day,Class,time,kwh_min,kwh_max,kwh_avg,kwh_sum,count
234,H,23,0.017,1.642,0.6429999999999999,1.9289999999999998,3
234,H,30,0.884,2.166,1.4043333333333334,4.213,3
234,H,38,0.524,1.392,1.053,3.159,3
234,H,45,0.376,0.873,0.6016666666666667,1.8050000000000002,3
234,H,9,0.082,0.361,0.244,0.732,3
234,I,16,0.009,1.783,0.2610384615384615,6.786999999999999,26
234,I,23,0.009,1.984,0.4955769230769232,12.885000000000003,26
234,I,30,0.009,4.155,0.6900000000000001,17.94,26
234,I,38,0.009,3.552,0.7400769230769233,19.242000000000004,26
234,I,45,0.06,4.098,0.7626153846153847,19.828000000000003,26
234,I,9,0.019,0.535,0.19050000000000006,4.953000000000001,26
234,J,16,0.15,0.15,0.15,0.15,1
234,J,23,0.428,0.428,0.428,0.428,1
234,J,30,0.373,0.373,0.373,0.373,1
234,J,38,1.899,1.899,1.899,1.899,1
234,J,45,0.983,0.983,0.983,0.983,1
234,J,9,0.119,0.119,0.119,0.119,1
234,K,16,0.027,0.209,0.11091666666666668,1.3310000000000002,12
234,K,23,0.012,0.968,0.2974166666666667,3.5690000000000004,12
234,K,30,0.042,1.157,0.30125,3.615,12
234,K,38,0.012,0.683,0.18683333333333332,2.242,12
234,K,45,0.046,0.592,0.21433333333333335,2.572,12
234,K,9,0.012,0.129,0.04891666666666667,0.5870000000000001,12
234,M,16,0.193,0.281,0.23700000000000002,0.47400000000000003,2
234,M,23,0.162,0.27,0.21600000000000003,0.43200000000000005,2
234,M,30,0.176,0.285,0.23049999999999998,0.46099999999999997,2
234,M,38,0.146,0.209,0.1775,0.355,2
234,M,45,0.182,0.234,0.20800000000000002,0.41600000000000004,2
234,M,9,0.225,0.257,0.241,0.482,2
234,O,16,0.537,0.537,0.537,0.537,1
234,O,23,0.688,0.688,0.688,0.688,1
234,O,30,1.756,1.756,1.756,1.756,1
234,O,38,0.928,0.928,0.928,0.928,1
234,O,45,0.505,0.505,0.505,0.505,1
234,O,9,0.239,0.239,0.239,0.239,1
235,,16,0.016,2.037,0.3927073170731708,16.101000000000003,41
235,,23,0.018,9.739,1.0305365853658535,42.251999999999995,41
235,,30,0.019,9.308,0.8439512195121952,34.602000000000004,41
235,,38,0.019,9.135,0.9352682926829268,38.346,41
235,,45,0.02,9.334,0.8546341463414636,35.040000000000006,41
235,,9,0.016,2.263,0.3532439024390244,14.483,41
235,A,16,0.093,0.093,0.093,0.093,1
235,A,23,0.118,0.118,0.118,0.118,1
235,A,30,0.038,0.038,0.038,0.038,1
235,A,38,0.12,0.12,0.12,0.12,1
235,A,45,0.082,0.082,0.082,0.082,1
235,A,9,0.029,0.029,0.029,0.029,1
235,C,16,0.085,0.267,0.15825,0.633,4
235,C,23,0.176,3.158,1.0025,4.01,4
235,C,30,0.106,3.661,1.35625,5.425,4
235,C,38,0.106,3.61,1.0679999999999998,4.271999999999999,4
235,C,45,0.079,0.837,0.4075,1.63,4
235,C,9,0.161,0.331,0.2375,0.95,4
235,E,16,0.073,0.364,0.20199999999999999,0.606,3
235,E,23,0.074,2.583,1.5683333333333334,4.705,3
235,E,30,0.074,2.47,0.8916666666666667,2.6750000000000003,3
235,E,38,0.055,1.759,1.172,3.516,3
235,E,45,0.072,1.372,0.6433333333333334,1.9300000000000002,3
235,E,9,0.041,0.188,0.10033333333333333,0.301,3
235,G,16,0.096,0.33,0.19933333333333333,1.196,6
235,G,23,0.271,1.226,0.6476666666666667,3.886,6
235,G,30,0.282,2.927,1.2596666666666667,7.558,6
235,G,38,0.171,3.354,0.855,5.13,6
235,G,45,0.4,2.469,1.1975,7.1850000000000005,6
235,G,9,0.096,0.303,0.22266666666666665,1.3359999999999999,6
235,H,16,0.215,0.6,0.395,1.185,3
235,H,23,0.223,2.521,1.1166666666666665,3.3499999999999996,3
235,H,30,0.042,0.421,0.246,0.738,3
235,H,38,0.09,4.138,1.5166666666666666,4.55,3
235,H,45,0.304,1.507,0.852,2.556,3
235,H,9,0.082,0.4,0.2786666666666667,0.8360000000000001,3
235,I,16,0.009,2.998,0.31165384615384617,8.103,26
235,I,23,0.009,2.523,0.6705769230769232,17.435000000000002,26
235,I,30,0.009,3.236,0.5656153846153849,14.706000000000005,26
235,I,38,0.009,2.046,0.4518846153846154,11.749,26
235,I,45,0.07,2.37,0.6714615384615382,17.457999999999995,26
235,I,9,0.017,0.59,0.16538461538461538,4.3,26
235,J,16,0.289,0.289,0.289,0.289,1
235,J,23,0.445,0.445,0.445,0.445,1
235,J,30,0.651,0.651,0.651,0.651,1
235,J,38,0.475,0.475,0.475,0.475,1
235,J,45,0.144,0.144,0.144,0.144,1
235,J,9,0.128,0.128,0.128,0.128,1
235,K,16,0.035,0.249,0.10125000000000002,1.2150000000000003,12
235,K,23,0.038,4.099,0.6202500000000001,7.443000000000001,12
235,K,30,0.01,0.58,0.11608333333333333,1.393,12
235,K,38,0.03,1.16,0.2945833333333333,3.5349999999999997,12
235,K,45,0.045,0.784,0.2559166666666667,3.071,12
235,K,9,0.021,0.357,0.12174999999999998,1.4609999999999999,12
235,M,16,0.152,0.241,0.1965,0.393,2
235,M,23,0.246,0.252,0.249,0.498,2
235,M,30,0.235,0.257,0.246,0.492,2
235,M,38,0.68,0.822,0.751,1.502,2
235,M,45,0.494,2.189,1.3415,2.683,2
235,M,9,0.195,0.24,0.2175,0.435,2
235,O,16,0.222,0.222,0.222,0.222,1
235,O,23,0.291,0.291,0.291,0.291,1
235,O,30,3.959,3.959,3.959,3.959,1
235,O,38,0.189,0.189,0.189,0.189,1
235,O,45,1.451,1.451,1.451,1.451,1
235,O,9,1.842,1.842,1.842,1.842,1
236,,16,0.009,3.931,0.49663414634146336,20.362,41
236,,23,0.031,8.774,1.1612926829268295,47.61300000000001,41
236,,30,0.024,10.327,1.1680487804878048,47.89,41
236,,38,0.027,9.09,0.9954390243902438,40.812999999999995,41
236,,45,0.021,9.381,0.9013902439024393,36.95700000000001,41
236,,9,0.004,2.176,0.29929268292682926,12.270999999999999,41
236,A,16,0.119,0.119,0.119,0.119,1
236,A,23,0.087,0.087,0.087,0.087,1
236,A,30,0.028,0.028,0.028,0.028,1
236,A,38,0.046,0.046,0.046,0.046,1
236,A,45,0.122,0.122,0.122,0.122,1
236,A,9,0.123,0.123,0.123,0.123,1
236,C,16,0.03,1.436,0.44175,1.767,4
236,C,23,0.085,0.38,0.23875000000000002,0.9550000000000001,4
236,C,30,0.127,2.286,0.7160000000000001,2.8640000000000003,4
236,C,38,0.161,3.54,1.38425,5.537,4
236,C,45,0.616,1.494,0.9824999999999999,3.9299999999999997,4
236,C,9,0.03,0.191,0.12025,0.481,4
236,E,16,0.072,0.335,0.17500000000000002,0.525,3
236,E,23,0.071,1.449,0.5843333333333334,1.7530000000000001,3
236,E,30,0.142,0.942,0.43166666666666664,1.295,3
236,E,38,0.988,2.91,1.9543333333333335,5.863,3
236,E,45,0.399,2.804,1.295,3.885,3
236,E,9,0.031,0.099,0.06733333333333333,0.20199999999999999,3
236,G,16,0.094,1.452,0.37749999999999995,2.2649999999999997,6
236,G,23,0.266,1.555,0.7198333333333333,4.319,6
236,G,30,0.078,1.489,0.6289999999999999,3.7739999999999996,6
236,G,38,0.448,3.465,1.492,8.952,6
236,G,45,0.444,1.318,0.7120000000000001,4.272,6
236,G,9,0.103,0.256,0.16133333333333333,0.968,6
236,H,16,0.017,0.408,0.17500000000000002,0.525,3
236,H,23,0.133,0.568,0.35766666666666663,1.073,3
236,H,30,0.097,1.077,0.6203333333333333,1.861,3
236,H,38,0.109,3.015,1.207,3.621,3
236,H,45,0.219,0.634,0.4356666666666667,1.3070000000000002,3
236,H,9,0.074,0.326,0.17266666666666666,0.518,3
236,I,16,0.009,0.665,0.23023076923076918,5.985999999999999,26
236,I,23,0.009,2.637,0.3905,10.153,26
236,I,30,0.009,1.651,0.37692307692307697,9.8,26
236,I,38,0.008,0.873,0.3777692307692307,9.821999999999997,26
236,I,45,0.105,1.567,0.5916923076923077,15.384,26
236,I,9,0.022,0.596,0.17684615384615388,4.598000000000001,26
236,J,16,0.174,0.174,0.174,0.174,1
236,J,23,0.241,0.241,0.241,0.241,1
236,J,30,1.048,1.048,1.048,1.048,1
236,J,38,0.614,0.614,0.614,0.614,1
236,J,45,0.78,0.78,0.78,0.78,1
236,J,9,0.169,0.169,0.169,0.169,1
236,K,16,0.013,0.742,0.13424999999999998,1.6109999999999998,12
236,K,23,0.02,0.744,0.17025,2.043,12
236,K,30,0.018,0.925,0.2275,2.73,12
236,K,38,0.038,2.322,0.35441666666666666,4.253,12
236,K,45,0.066,1.218,0.3160833333333333,3.793,12
236,K,9,0.022,0.143,0.079,0.948,12
236,M,16,0.244,0.251,0.2475,0.495,2
236,M,23,0.2,0.651,0.4255,0.851,2
236,M,30,0.22,0.602,0.411,0.822,2
236,M,38,0.27,0.523,0.3965,0.793,2
236,M,45,0.559,2.387,1.473,2.946,2
236,M,9,0.193,0.42,0.3065,0.613,2
236,O,16,0.565,0.565,0.565,0.565,1
236,O,23,3.444,3.444,3.444,3.444,1
236,O,30,0.506,0.506,0.506,0.506,1
236,O,38,1.788,1.788,1.788,1.788,1
236,O,45,1.046,1.046,1.046,1.046,1
236,O,9,0.22,0.22,0.22,0.22,1
237,,16,0.009,4.534,0.5727560975609756,23.482999999999997,41
237,,23,0.009,11.644,1.2720487804878047,52.15399999999999,41
237,,30,0.004,9.287,1.205731707317073,49.434999999999995,41
237,,38,0.047,8.244,0.9983170731707318,40.931000000000004,41
237,,45,0.02,5.452,0.8380000000000001,34.358000000000004,41
237,,9,0.021,2.185,0.31373170731707317,12.863,41
237,A,16,0.122,0.122,0.122,0.122,1
237,A,23,0.081,0.081,0.081,0.081,1
237,A,30,0.05,0.05,0.05,0.05,1
237,A,38,0.089,0.089,0.089,0.089,1
237,A,45,0.04,0.04,0.04,0.04,1
237,A,9,0.062,0.062,0.062,0.062,1
237,C,16,0.037,1.095,0.40275,1.611,4
237,C,23,0.037,0.555,0.20675000000000002,0.8270000000000001,4
237,C,30,0.106,1.134,0.58275,2.331,4
237,C,38,0.104,3.698,1.27125,5.085,4
237,C,45,0.354,1.294,0.6817500000000001,2.7270000000000003,4
237,C,9,0.059,0.292,0.15125,0.605,4
237,E,16,0.025,0.098,0.050666666666666665,0.152,3
237,E,23,0.126,0.739,0.4343333333333333,1.303,3
237,E,30,0.113,1.457,0.7613333333333333,2.284,3
237,E,38,0.118,1.137,0.586,1.758,3
237,E,45,0.116,0.626,0.4326666666666667,1.298,3
237,E,9,0.084,0.165,0.11699999999999999,0.351,3
237,G,16,0.051,1.296,0.36000000000000004,2.16,6
237,G,23,0.067,0.978,0.42849999999999994,2.5709999999999997,6
237,G,30,0.081,1.856,0.7358333333333333,4.415,6
237,G,38,0.149,4.416,1.2668333333333335,7.601000000000001,6
237,G,45,0.244,1.44,0.739,4.434,6
237,G,9,0.062,0.307,0.17433333333333334,1.046,6
237,H,16,0.089,0.522,0.27,0.81,3
237,H,23,0.193,4.229,1.6046666666666667,4.814,3
237,H,30,0.301,4.224,1.6906666666666668,5.072,3
237,H,38,0.194,1.991,1.2446666666666666,3.734,3
237,H,45,0.112,0.504,0.37233333333333335,1.117,3
237,H,9,0.029,0.497,0.24966666666666668,0.749,3
237,I,16,0.009,1.32,0.25061538461538463,6.516,26
237,I,23,0.009,4.383,0.5030769230769232,13.080000000000002,26
237,I,30,0.009,1.392,0.35534615384615387,9.239,26
237,I,38,0.008,2.131,0.788,20.488,26
237,I,45,0.106,2.186,0.606,15.756,26
237,I,9,0.04,0.526,0.16726923076923078,4.349,26
237,J,16,0.267,0.267,0.267,0.267,1
237,J,23,0.344,0.344,0.344,0.344,1
237,J,30,0.462,0.462,0.462,0.462,1
237,J,38,0.158,0.158,0.158,0.158,1
237,J,45,0.369,0.369,0.369,0.369,1
237,J,9,0.157,0.157,0.157,0.157,1
237,K,16,0.016,0.346,0.08866666666666667,1.064,12
237,K,23,0.03,0.535,0.15733333333333335,1.8880000000000003,12
237,K,30,0.031,1.446,0.4335,5.202,12
237,K,38,0.01,2.182,0.2851666666666667,3.422,12
237,K,45,0.015,0.835,0.25891666666666663,3.1069999999999998,12
237,K,9,0.012,0.173,0.08283333333333333,0.994,12
237,M,16,0.188,0.402,0.29500000000000004,0.5900000000000001,2
237,M,23,0.211,0.865,0.538,1.076,2
237,M,30,0.239,1.829,1.034,2.068,2
237,M,38,0.323,0.746,0.5345,1.069,2
237,M,45,0.629,1.5,1.0645,2.129,2
237,M,9,0.224,0.46,0.342,0.684,2
237,O,16,0.2,0.2,0.2,0.2,1
237,O,23,4.63,4.63,4.63,4.63,1
237,O,30,3.08,3.08,3.08,3.08,1
237,O,38,0.876,0.876,0.876,0.876,1
237,O,45,0.975,0.975,0.975,0.975,1
237,O,9,0.242,0.242,0.242,0.242,1
238,,16,0.018,4.638,0.6759512195121952,27.714000000000002,41
238,,23,0.009,12.408,1.3971951219512195,57.285000000000004,41
238,,30,0.018,12.196,1.3572439024390242,55.64699999999999,41
238,,38,0.019,9.149,1.1840487804878046,48.54599999999999,41
238,,45,0.015,8.914,0.9719756097560973,39.85099999999999,41
238,,9,0.01,2.172,0.338390243902439,13.873999999999999,41
238,A,16,0.086,0.086,0.086,0.086,1
238,A,23,0.04,0.04,0.04,0.04,1
238,A,30,0.102,0.102,0.102,0.102,1
238,A,38,0.101,0.101,0.101,0.101,1
238,A,45,0.055,0.055,0.055,0.055,1
238,A,9,0.099,0.099,0.099,0.099,1
238,C,16,0.08,0.769,0.4355,1.742,4
238,C,23,0.124,1.379,0.7315,2.926,4
238,C,30,0.07,1.211,0.38600000000000007,1.5440000000000003,4
238,C,38,0.058,3.038,2.08175,8.327,4
238,C,45,0.117,0.599,0.41675,1.667,4
238,C,9,0.126,0.294,0.18375,0.735,4
238,E,16,0.072,1.093,0.42933333333333334,1.288,3
238,E,23,0.114,0.547,0.361,1.083,3
238,E,30,0.113,0.978,0.44333333333333336,1.33,3
238,E,38,0.101,1.163,0.5830000000000001,1.749,3
238,E,45,0.103,2.22,1.2500000000000002,3.7500000000000004,3
238,E,9,0.08,0.124,0.09833333333333334,0.29500000000000004,3
238,G,16,0.1,3.038,0.7638333333333334,4.583,6
238,G,23,0.045,3.495,0.806,4.836,6
238,G,30,0.123,4.676,1.2158333333333333,7.295,6
238,G,38,0.33,2.575,1.2180000000000002,7.308000000000001,6
238,G,45,0.209,1.581,1.1663333333333332,6.997999999999999,6
238,G,9,0.081,0.336,0.20750000000000002,1.245,6
238,H,16,0.072,0.862,0.425,1.275,3
238,H,23,0.094,0.884,0.535,1.605,3
238,H,30,0.019,1.2,0.5696666666666667,1.709,3
238,H,38,0.028,2.537,1.4673333333333334,4.402,3
238,H,45,0.063,1.335,0.7276666666666666,2.183,3
238,H,9,0.019,0.361,0.19666666666666666,0.59,3
238,I,16,0.009,3.112,0.3970384615384615,10.322999999999999,26
238,I,23,0.009,1.795,0.4847692307692308,12.604000000000001,26
238,I,30,0.009,4.186,0.6364615384615384,16.548,26
238,I,38,0.009,1.786,0.6544230769230768,17.014999999999997,26
238,I,45,0.107,2.203,0.815576923076923,21.205,26
238,I,9,0.023,0.697,0.1726153846153846,4.4879999999999995,26
238,J,16,0.245,0.245,0.245,0.245,1
238,J,23,1.536,1.536,1.536,1.536,1
238,J,30,1.654,1.654,1.654,1.654,1
238,J,38,0.54,0.54,0.54,0.54,1
238,J,45,1.515,1.515,1.515,1.515,1
238,J,9,0.109,0.109,0.109,0.109,1
238,K,16,0.034,0.568,0.13125,1.575,12
238,K,23,0.012,0.725,0.14641666666666667,1.7570000000000001,12
238,K,30,0.014,0.347,0.1205,1.446,12
238,K,38,0.015,1.54,0.30483333333333335,3.6580000000000004,12
238,K,45,0.085,0.697,0.30216666666666664,3.626,12
238,K,9,0.012,0.162,0.08316666666666667,0.998,12
238,M,16,0.198,0.205,0.2015,0.403,2
238,M,23,0.195,1.802,0.9985,1.997,2
238,M,30,0.229,1.2,0.7145,1.429,2
238,M,38,0.269,0.563,0.416,0.832,2
238,M,45,0.682,3.398,2.04,4.08,2
238,M,9,0.223,0.422,0.3225,0.645,2
238,O,16,0.101,0.101,0.101,0.101,1
238,O,23,2.629,2.629,2.629,2.629,1
238,O,30,1.528,1.528,1.528,1.528,1
238,O,38,3.337,3.337,3.337,3.337,1
238,O,45,1.006,1.006,1.006,1.006,1
238,O,9,0.297,0.297,0.297,0.297,1
239,,16,0.004,4.144,0.686512195121951,28.146999999999995,41
239,,23,0.009,13.872,1.3721951219512196,56.260000000000005,41
239,,30,0.023,13.664,1.2472682926829268,51.138,41
239,,38,0.028,8.889,1.1486097560975612,47.09300000000001,41
239,,45,0.049,8.238,0.886341463414634,36.339999999999996,41
239,,9,0.019,2.902,0.3373658536585366,13.832,41
239,A,16,0.119,0.119,0.119,0.119,1
239,A,23,0.077,0.077,0.077,0.077,1
239,A,30,0.086,0.086,0.086,0.086,1
239,A,38,0.028,0.028,0.028,0.028,1
239,A,45,0.121,0.121,0.121,0.121,1
239,A,9,0.083,0.083,0.083,0.083,1
239,C,16,0.123,1.751,0.7184999999999999,2.8739999999999997,4
239,C,23,0.118,2.4,1.2047500000000002,4.819000000000001,4
239,C,30,0.124,0.765,0.35525,1.421,4
239,C,38,0.141,0.861,0.46275,1.851,4
239,C,45,0.272,1.007,0.6975,2.79,4
239,C,9,0.131,0.233,0.18425,0.737,4
239,E,16,0.105,0.618,0.40166666666666667,1.205,3
239,E,23,0.118,1.527,0.84,2.52,3
239,E,30,0.114,1.49,0.8613333333333334,2.584,3
239,E,38,0.114,1.059,0.5826666666666666,1.7479999999999998,3
239,E,45,0.116,2.437,1.2783333333333333,3.835,3
239,E,9,0.033,0.134,0.08933333333333333,0.268,3
239,G,16,0.1,1.179,0.40549999999999997,2.433,6
239,G,23,0.075,1.572,0.6556666666666667,3.934,6
239,G,30,0.028,0.857,0.4018333333333333,2.411,6
239,G,38,0.389,2.598,1.2465,7.479,6
239,G,45,0.166,0.92,0.6265000000000001,3.7590000000000003,6
239,G,9,0.037,0.394,0.1731666666666667,1.0390000000000001,6
239,H,16,0.032,0.476,0.25133333333333335,0.754,3
239,H,23,0.076,1.005,0.5963333333333333,1.789,3
239,H,30,0.019,0.976,0.5056666666666666,1.517,3
239,H,38,0.058,0.975,0.4673333333333333,1.402,3
239,H,45,0.057,1.011,0.46033333333333326,1.3809999999999998,3
239,H,9,0.02,0.321,0.20433333333333334,0.613,3
239,I,16,0.009,0.696,0.2692307692307692,7.0,26
239,I,23,0.009,1.836,0.4880384615384615,12.688999999999998,26
239,I,30,0.009,2.785,0.44734615384615395,11.631000000000002,26
239,I,38,0.009,2.333,0.532576923076923,13.846999999999998,26
239,I,45,0.106,2.251,0.6741538461538462,17.528000000000002,26
239,I,9,0.017,0.639,0.17080769230769233,4.441000000000001,26
239,J,16,0.169,0.169,0.169,0.169,1
239,J,23,0.453,0.453,0.453,0.453,1
239,J,30,0.354,0.354,0.354,0.354,1
239,J,38,0.375,0.375,0.375,0.375,1
239,J,45,0.25,0.25,0.25,0.25,1
239,J,9,0.131,0.131,0.131,0.131,1
239,K,16,0.015,0.389,0.10358333333333332,1.2429999999999999,12
239,K,23,0.011,0.621,0.17208333333333334,2.065,12
239,K,30,0.015,0.445,0.17299999999999996,2.0759999999999996,12
239,K,38,0.025,0.369,0.14558333333333331,1.7469999999999999,12
239,K,45,0.05,0.382,0.20908333333333332,2.509,12
239,K,9,0.015,0.201,0.07683333333333335,0.9220000000000002,12
239,M,16,0.199,0.266,0.2325,0.465,2
239,M,23,0.158,0.193,0.1755,0.351,2
239,M,30,0.218,4.105,2.1615,4.323,2
239,M,38,0.279,1.827,1.053,2.106,2
239,M,45,0.52,0.535,0.5275000000000001,1.0550000000000002,2
239,M,9,0.222,0.524,0.373,0.746,2
239,O,16,0.256,0.256,0.256,0.256,1
239,O,23,0.892,0.892,0.892,0.892,1
239,O,30,1.22,1.22,1.22,1.22,1
239,O,38,0.36,0.36,0.36,0.36,1
239,O,45,1.14,1.14,1.14,1.14,1
239,O,9,0.219,0.219,0.219,0.219,1
240,,16,0.004,3.866,0.5689024390243901,23.324999999999992,41
240,,23,0.025,11.416,1.22590243902439,50.26199999999999,41
240,,30,0.028,10.062,1.297560975609756,53.199999999999996,41
240,,38,0.025,8.986,1.4110243902439028,57.85200000000001,41
240,,45,0.019,8.993,1.0000000000000002,41.00000000000001,41
240,,9,0.025,3.163,0.30256097560975614,12.405000000000001,41
240,A,16,0.113,0.113,0.113,0.113,1
240,A,23,0.117,0.117,0.117,0.117,1
240,A,30,0.056,0.056,0.056,0.056,1
240,A,38,0.118,0.118,0.118,0.118,1
240,A,45,0.067,0.067,0.067,0.067,1
240,A,9,0.084,0.084,0.084,0.084,1
240,C,16,0.07,0.774,0.38025,1.521,4
240,C,23,0.042,1.351,0.6895,2.758,4
240,C,30,0.034,1.103,0.33325,1.333,4
240,C,38,0.116,2.876,1.0787499999999999,4.3149999999999995,4
240,C,45,0.274,2.94,1.04875,4.195,4
240,C,9,0.129,0.5,0.26425,1.057,4
240,E,16,0.021,1.674,0.6033333333333334,1.81,3
240,E,23,0.12,0.941,0.42,1.26,3
240,E,30,0.113,1.549,0.6433333333333333,1.93,3
240,E,38,0.119,1.83,1.002,3.0060000000000002,3
240,E,45,0.118,1.276,0.8836666666666666,2.651,3
240,E,9,0.032,0.146,0.09666666666666668,0.29000000000000004,3
240,G,16,0.219,1.045,0.49416666666666664,2.965,6
240,G,23,0.153,2.737,1.1260000000000001,6.756,6
240,G,30,0.158,1.326,0.48700000000000004,2.922,6
240,G,38,0.069,1.869,0.595,3.57,6
240,G,45,0.088,1.564,0.6745000000000001,4.047000000000001,6
240,G,9,0.014,0.373,0.18050000000000002,1.0830000000000002,6
240,H,16,0.05,0.302,0.15666666666666665,0.47,3
240,H,23,0.06,0.758,0.34366666666666673,1.0310000000000001,3
240,H,30,0.019,0.634,0.36000000000000004,1.08,3
240,H,38,0.031,0.968,0.5693333333333334,1.708,3
240,H,45,0.501,0.974,0.7136666666666667,2.141,3
240,H,9,0.076,0.328,0.21066666666666667,0.632,3
240,I,16,0.009,1.238,0.24119230769230776,6.271000000000002,26
240,I,23,0.009,4.981,0.5733076923076923,14.906,26
240,I,30,0.009,2.669,0.4005384615384616,10.414000000000001,26
240,I,38,0.009,3.119,0.7843846153846155,20.394000000000002,26
240,I,45,0.087,1.929,0.5956923076923079,15.488000000000005,26
240,I,9,0.024,0.536,0.15453846153846157,4.018000000000001,26
240,J,16,0.344,0.344,0.344,0.344,1
240,J,23,0.319,0.319,0.319,0.319,1
240,J,30,0.32,0.32,0.32,0.32,1
240,J,38,0.205,0.205,0.205,0.205,1
240,J,45,0.421,0.421,0.421,0.421,1
240,J,9,0.155,0.155,0.155,0.155,1
240,K,16,0.015,0.196,0.08150000000000002,0.9780000000000002,12
240,K,23,0.015,0.644,0.1785,2.142,12
240,K,30,0.019,0.152,0.07525000000000001,0.9030000000000001,12
240,K,38,0.01,0.35,0.15291666666666667,1.8350000000000002,12
240,K,45,0.061,0.54,0.23616666666666666,2.834,12
240,K,9,0.015,0.134,0.0645,0.774,12
240,M,16,0.186,0.238,0.212,0.424,2
240,M,23,0.162,0.223,0.1925,0.385,2
240,M,30,0.215,0.643,0.429,0.858,2
240,M,38,0.187,0.331,0.259,0.518,2
240,M,45,0.584,1.094,0.839,1.678,2
240,M,9,0.151,0.42,0.2855,0.571,2
240,O,16,0.519,0.519,0.519,0.519,1
240,O,23,1.793,1.793,1.793,1.793,1
240,O,30,4.352,4.352,4.352,4.352,1
240,O,38,0.27,0.27,0.27,0.27,1
240,O,45,5.544,5.544,5.544,5.544,1
240,O,9,0.092,0.092,0.092,0.092,1
241,,16,0.019,2.628,0.44395121951219535,18.20200000000001,41
241,,23,0.025,8.689,0.809,33.169000000000004,41
241,,30,0.001,9.298,0.8478292682926831,34.76100000000001,41
241,,38,0.03,9.291,0.989390243902439,40.565,41
241,,45,0.03,9.997,0.9980975609756095,40.92199999999999,41
241,,9,0.021,2.974,0.34736585365853667,14.242000000000003,41
241,A,16,0.084,0.084,0.084,0.084,1
241,A,23,0.037,0.037,0.037,0.037,1
241,A,30,0.045,0.045,0.045,0.045,1
241,A,38,0.041,0.041,0.041,0.041,1
241,A,45,0.038,0.038,0.038,0.038,1
241,A,9,0.119,0.119,0.119,0.119,1
241,C,16,0.121,0.649,0.32875,1.315,4
241,C,23,0.08,3.96,1.72125,6.885,4
241,C,30,0.091,2.671,1.27925,5.117,4
241,C,38,0.081,2.695,0.9355,3.742,4
241,C,45,0.356,0.648,0.4525,1.81,4
241,C,9,0.098,0.278,0.187,0.748,4
241,E,16,0.031,0.949,0.36199999999999993,1.0859999999999999,3
241,E,23,0.117,1.633,0.7953333333333333,2.386,3
241,E,30,0.116,2.602,0.9766666666666666,2.9299999999999997,3
241,E,38,0.103,0.7,0.457,1.371,3
241,E,45,0.105,1.14,0.6233333333333333,1.8699999999999999,3
241,E,9,0.081,0.161,0.11566666666666665,0.347,3
241,G,16,0.037,0.488,0.2561666666666667,1.5370000000000001,6
241,G,23,0.142,1.953,0.7526666666666667,4.516,6
241,G,30,0.147,4.748,1.0425,6.255,6
241,G,38,0.152,2.776,0.9238333333333332,5.542999999999999,6
241,G,45,0.151,1.72,0.6916666666666668,4.15,6
241,G,9,0.083,0.31,0.18133333333333335,1.088,6
241,H,16,0.104,0.611,0.2816666666666667,0.845,3
241,H,23,0.218,0.815,0.48699999999999993,1.4609999999999999,3
241,H,30,0.531,2.094,1.0643333333333331,3.1929999999999996,3
241,H,38,0.24,1.483,0.7473333333333333,2.242,3
241,H,45,0.582,0.789,0.6563333333333333,1.9689999999999999,3
241,H,9,0.018,0.296,0.15566666666666665,0.46699999999999997,3
241,I,16,0.008,3.008,0.378,9.828,26
241,I,23,0.009,2.985,0.544653846153846,14.160999999999998,26
241,I,30,0.009,2.892,0.492576923076923,12.806999999999999,26
241,I,38,0.009,4.494,0.9611923076923076,24.990999999999996,26
241,I,45,0.108,2.039,0.6132692307692307,15.944999999999999,26
241,I,9,0.044,0.554,0.16396153846153846,4.263,26
241,J,16,0.263,0.263,0.263,0.263,1
241,J,23,0.703,0.703,0.703,0.703,1
241,J,30,0.513,0.513,0.513,0.513,1
241,J,38,2.969,2.969,2.969,2.969,1
241,J,45,0.245,0.245,0.245,0.245,1
241,J,9,0.158,0.158,0.158,0.158,1
241,K,16,0.021,0.335,0.09725,1.167,12
241,K,23,0.01,1.305,0.21783333333333332,2.614,12
241,K,30,0.015,1.076,0.21416666666666664,2.57,12
241,K,38,0.015,0.838,0.16366666666666665,1.964,12
241,K,45,0.044,1.108,0.29941666666666666,3.593,12
241,K,9,0.015,0.141,0.06683333333333333,0.8019999999999999,12
241,M,16,0.229,0.234,0.2315,0.463,2
241,M,23,0.262,0.287,0.27449999999999997,0.5489999999999999,2
241,M,30,0.22,1.161,0.6905,1.381,2
241,M,38,0.194,0.802,0.498,0.996,2
241,M,45,0.461,1.317,0.889,1.778,2
241,M,9,0.148,0.228,0.188,0.376,2
