day,Class,time,kwh_min,kwh_max,kwh_avg,kwh_sum,count
314,M,46,0.531,1.617,1.074,2.148,2
314,O,1,0.128,0.128,0.128,0.128,1
314,O,17,2.162,2.162,2.162,2.162,1
314,O,24,0.043,0.043,0.043,0.043,1
314,O,31,0.064,0.064,0.064,0.064,1
314,O,39,2.39,2.39,2.39,2.39,1
314,O,46,0.841,0.841,0.841,0.841,1
315,,1,0.028,8.658,0.7808717948717949,30.454,39
315,,17,0.027,3.421,0.787974358974359,30.730999999999998,39
315,,24,0.009,9.453,1.2672564102564103,49.423,39
315,,31,0.018,10.718,1.4908974358974363,58.14500000000002,39
315,,39,0.027,3.796,1.1967692307692308,46.674,39
315,,46,0.01,2.725,0.7347179487179488,28.654000000000003,39
315,A,1,0.093,0.093,0.093,0.093,1
315,A,17,0.075,0.075,0.075,0.075,1
315,A,24,0.065,0.065,0.065,0.065,1
315,A,31,0.118,0.118,0.118,0.118,1
315,A,39,0.047,0.047,0.047,0.047,1
315,A,46,0.084,0.084,0.084,0.084,1
315,C,1,0.155,2.115,0.7005,2.802,4
315,C,17,0.133,2.601,0.77,3.08,4
315,C,24,0.108,0.528,0.27625000000000005,1.1050000000000002,4
315,C,31,0.037,1.851,0.6467499999999999,2.5869999999999997,4
315,C,39,0.233,2.24,1.6567500000000002,6.627000000000001,4
315,C,46,0.152,0.291,0.23225,0.929,4
315,E,1,0.032,0.279,0.16133333333333333,0.484,3
315,E,17,0.428,2.191,1.0736666666666665,3.2209999999999996,3
315,E,24,0.11,1.064,0.4596666666666667,1.3790000000000002,3
315,E,31,0.127,1.441,0.6779999999999999,2.034,3
315,E,39,0.52,2.407,1.4989999999999999,4.497,3
315,E,46,0.41,1.075,0.7076666666666666,2.1229999999999998,3
315,G,1,0.039,1.651,0.5163333333333333,3.098,6
315,G,17,0.245,1.851,0.773,4.638,6
315,G,24,0.12,0.599,0.35483333333333333,2.129,6
315,G,31,0.257,2.436,1.3276666666666668,7.966,6
315,G,39,0.448,4.461,1.7491666666666665,10.495,6
315,G,46,0.189,0.946,0.5331666666666667,3.199,6
315,H,1,0.101,0.588,0.39999999999999997,1.2,3
315,H,17,0.58,1.734,0.972,2.916,3
315,H,24,0.211,0.551,0.35533333333333333,1.066,3
315,H,31,0.016,0.719,0.367,1.101,3
315,H,39,0.736,2.1,1.6156666666666668,4.847,3
315,H,46,0.26,0.541,0.40599999999999997,1.218,3
315,I,1,0.012,1.566,0.3623076923076924,9.420000000000002,26
315,I,17,0.012,3.551,0.5800769230769232,15.082,26
315,I,24,0.012,1.537,0.43192307692307697,11.23,26
315,I,31,0.01,1.691,0.42830769230769233,11.136000000000001,26
315,I,39,0.011,2.587,1.0179230769230767,26.465999999999994,26
315,I,46,0.012,1.395,0.6436153846153847,16.734,26
315,J,1,0.129,0.129,0.129,0.129,1
315,J,17,0.23,0.23,0.23,0.23,1
315,J,24,0.19,0.19,0.19,0.19,1
315,J,31,0.269,0.269,0.269,0.269,1
315,J,39,0.773,0.773,0.773,0.773,1
315,J,46,0.524,0.524,0.524,0.524,1
315,K,1,0.019,4.868,0.5371666666666667,6.446,12
315,K,17,0.023,0.477,0.17633333333333331,2.1159999999999997,12
315,K,24,0.031,1.442,0.31224999999999997,3.747,12
315,K,31,0.024,1.332,0.2571666666666667,3.0860000000000003,12
315,K,39,0.025,2.093,0.5139166666666666,6.166999999999999,12
315,K,46,0.028,1.765,0.4038333333333333,4.846,12
315,M,1,0.194,0.75,0.472,0.944,2
315,M,17,0.202,0.574,0.388,0.776,2
315,M,24,0.134,1.012,0.573,1.146,2
315,M,31,0.19,1.546,0.868,1.736,2
315,M,39,0.558,2.505,1.5314999999999999,3.0629999999999997,2
315,M,46,0.617,1.675,1.146,2.292,2
315,O,1,0.27,0.27,0.27,0.27,1
315,O,17,0.787,0.787,0.787,0.787,1
315,O,24,0.118,0.118,0.118,0.118,1
315,O,31,0.139,0.139,0.139,0.139,1
315,O,39,4.674,4.674,4.674,4.674,1
315,O,46,1.091,1.091,1.091,1.091,1
316,,1,0.021,8.028,0.7016666666666665,27.364999999999995,39
316,,17,0.021,3.754,0.8137692307692307,31.737,39
316,,24,0.009,13.502,1.363076923076923,53.160000000000004,39
316,,31,0.009,12.99,1.4898205128205124,58.10299999999999,39
316,,39,0.014,3.478,1.0776153846153846,42.027,39
316,,46,0.049,2.833,0.6981282051282051,27.226999999999997,39
316,A,1,0.115,0.115,0.115,0.115,1
316,A,17,0.025,0.025,0.025,0.025,1
316,A,24,0.118,0.118,0.118,0.118,1
316,A,31,0.025,0.025,0.025,0.025,1
316,A,39,0.087,0.087,0.087,0.087,1
316,A,46,0.099,0.099,0.099,0.099,1
316,C,1,0.084,0.264,0.17675000000000002,0.7070000000000001,4
316,C,17,0.462,1.091,0.7675000000000001,3.0700000000000003,4
316,C,24,0.035,2.715,0.7837500000000001,3.1350000000000002,4
316,C,31,0.034,2.23,0.76025,3.041,4
316,C,39,0.15,2.096,1.03725,4.149,4
316,C,46,0.493,0.585,0.5395000000000001,2.1580000000000004,4
316,E,1,0.063,0.131,0.10566666666666667,0.317,3
316,E,17,0.321,0.948,0.575,1.7249999999999999,3
316,E,24,0.091,1.162,0.5219999999999999,1.5659999999999998,3
316,E,31,0.541,2.498,1.7163333333333333,5.149,3
316,E,39,1.924,2.318,2.1133333333333333,6.34,3
316,E,46,0.414,1.01,0.6980000000000001,2.0940000000000003,3
316,G,1,0.157,0.614,0.4003333333333334,2.402,6
316,G,17,0.147,1.281,0.6529999999999999,3.9179999999999997,6
316,G,24,0.039,1.96,0.5963333333333333,3.578,6
316,G,31,0.39,1.452,0.9538333333333332,5.722999999999999,6
316,G,39,0.558,3.067,1.8165000000000002,10.899000000000001,6
316,G,46,0.385,1.404,0.7346666666666667,4.408,6
316,H,1,0.12,0.557,0.2966666666666667,0.89,3
316,H,17,0.07,0.611,0.2873333333333334,0.8620000000000001,3
316,H,24,0.303,2.548,1.2466666666666668,3.74,3
316,H,31,0.108,0.756,0.49466666666666664,1.484,3
316,H,39,0.23,1.355,0.8380000000000001,2.5140000000000002,3
316,H,46,0.197,0.56,0.43133333333333335,1.294,3
316,I,1,0.012,2.122,0.45330769230769236,11.786000000000001,26
316,I,17,0.012,0.648,0.2623846153846153,6.821999999999998,26
316,I,24,0.012,4.504,0.6334999999999998,16.470999999999997,26
316,I,31,0.01,2.244,0.5218846153846154,13.569,26
316,I,39,0.011,4.814,1.0248076923076925,26.645000000000003,26
316,I,46,0.012,4.409,0.8285769230769229,21.542999999999996,26
316,J,1,0.194,0.194,0.194,0.194,1
316,J,17,0.314,0.314,0.314,0.314,1
316,J,24,2.488,2.488,2.488,2.488,1
316,J,31,0.29,0.29,0.29,0.29,1
316,J,39,0.901,0.901,0.901,0.901,1
316,J,46,0.525,0.525,0.525,0.525,1
316,K,1,0.048,5.341,0.6695833333333333,8.035,12
316,K,17,0.014,0.532,0.2091666666666667,2.5100000000000002,12
316,K,24,0.017,0.686,0.2098333333333334,2.5180000000000007,12
316,K,31,0.028,0.772,0.25366666666666665,3.044,12
316,K,39,0.084,1.443,0.56625,6.795,12
316,K,46,0.097,0.941,0.4292500000000001,5.151000000000001,12
316,M,1,0.187,1.304,0.7455,1.491,2
316,M,17,0.319,0.36,0.3395,0.679,2
316,M,24,0.147,0.256,0.2015,0.403,2
316,M,31,0.452,0.567,0.5095,1.019,2
316,M,39,0.681,1.87,1.2755,2.551,2
316,M,46,0.494,1.322,0.908,1.816,2
316,O,1,0.34,0.34,0.34,0.34,1
316,O,17,0.903,0.903,0.903,0.903,1
316,O,24,0.214,0.214,0.214,0.214,1
316,O,31,0.123,0.123,0.123,0.123,1
316,O,39,4.361,4.361,4.361,4.361,1
316,O,46,0.894,0.894,0.894,0.894,1
317,,1,0.047,8.01,0.7105641025641025,27.712,39
317,,17,0.032,4.691,0.7616153846153845,29.702999999999996,39
317,,24,0.032,11.425,1.3284615384615386,51.81,39
317,,31,0.009,10.135,1.3428461538461542,52.371000000000016,39
317,,39,0.009,5.142,1.0018461538461538,39.072,39
317,,46,0.01,3.11,0.7460512820512821,29.096000000000004,39
317,A,1,0.025,0.025,0.025,0.025,1
317,A,17,0.044,0.044,0.044,0.044,1
317,A,24,0.111,0.111,0.111,0.111,1
317,A,31,0.056,0.056,0.056,0.056,1
317,A,39,0.116,0.116,0.116,0.116,1
317,A,46,0.031,0.031,0.031,0.031,1
317,C,1,0.12,0.523,0.349,1.396,4
317,C,17,0.192,0.989,0.5505000000000001,2.2020000000000004,4
317,C,24,0.064,1.603,0.61825,2.473,4
317,C,31,0.083,0.632,0.33125,1.325,4
317,C,39,0.032,1.836,0.85325,3.413,4
317,C,46,0.036,1.394,0.5105,2.042,4
317,E,1,0.035,0.342,0.23333333333333336,0.7000000000000001,3
317,E,17,0.811,1.253,0.9933333333333333,2.98,3
317,E,24,0.043,0.112,0.08466666666666667,0.254,3
317,E,31,1.521,1.823,1.638,4.914,3
317,E,39,0.674,1.239,0.9363333333333334,2.809,3
317,E,46,0.296,0.683,0.5313333333333333,1.594,3
317,G,1,0.05,0.452,0.3045,1.827,6
317,G,17,0.267,2.837,1.2131666666666667,7.279,6
317,G,24,0.089,3.222,0.8311666666666668,4.987000000000001,6
317,G,31,0.031,3.121,1.5533333333333335,9.32,6
317,G,39,0.29,2.328,1.5518333333333334,9.311,6
317,G,46,0.194,1.299,0.8611666666666666,5.167,6
317,H,1,0.046,0.492,0.215,0.645,3
317,H,17,0.22,1.49,0.7043333333333334,2.113,3
317,H,24,0.076,2.482,0.9286666666666666,2.786,3
317,H,31,0.142,0.685,0.40900000000000003,1.227,3
317,H,39,0.649,3.22,1.5473333333333334,4.642,3
317,H,46,0.731,1.304,1.0083333333333335,3.0250000000000004,3
317,I,1,0.012,3.957,0.5458076923076923,14.191,26
317,I,17,0.012,3.679,0.6500769230769231,16.902,26
317,I,24,0.012,3.4,0.5613846153846154,14.596,26
317,I,31,0.011,1.056,0.34880769230769226,9.068999999999999,26
317,I,39,0.011,4.988,1.230076923076923,31.982,26
317,I,46,0.0,2.376,0.7587692307692306,19.727999999999998,26
317,J,1,0.197,0.197,0.197,0.197,1
317,J,17,0.221,0.221,0.221,0.221,1
317,J,24,1.1,1.1,1.1,1.1,1
317,J,31,0.272,0.272,0.272,0.272,1
317,J,39,1.615,1.615,1.615,1.615,1
317,J,46,0.205,0.205,0.205,0.205,1
317,K,1,0.028,4.742,0.5540833333333334,6.649,12
317,K,17,0.019,0.706,0.18458333333333335,2.2150000000000003,12
317,K,24,0.052,1.32,0.3128333333333333,3.7539999999999996,12
317,K,31,0.044,1.152,0.2505,3.006,12
317,K,39,0.01,0.828,0.40375000000000005,4.845000000000001,12
317,K,46,0.028,0.689,0.32175000000000004,3.861,12
317,M,1,0.207,0.715,0.46099999999999997,0.9219999999999999,2
317,M,17,0.309,1.549,0.9289999999999999,1.8579999999999999,2
317,M,24,0.164,0.175,0.16949999999999998,0.33899999999999997,2
317,M,31,0.202,0.238,0.22,0.44,2
317,M,39,1.016,1.17,1.093,2.186,2
317,M,46,0.472,1.299,0.8855,1.771,2
317,O,1,1.636,1.636,1.636,1.636,1
317,O,17,0.632,0.632,0.632,0.632,1
317,O,24,0.889,0.889,0.889,0.889,1
317,O,31,1.332,1.332,1.332,1.332,1
317,O,39,2.823,2.823,2.823,2.823,1
317,O,46,1.073,1.073,1.073,1.073,1
318,,1,0.024,8.81,0.8206410256410255,32.004999999999995,39
318,,17,0.021,2.813,0.46489743589743593,18.131,39
318,,24,0.01,8.057,0.9907692307692307,38.64,39
318,,31,0.021,8.422,0.9469487179487179,36.931,39
318,,39,0.049,8.528,1.2274102564102563,47.86899999999999,39
318,,46,0.012,3.062,0.7517179487179487,29.317,39
318,A,1,0.112,0.112,0.112,0.112,1
318,A,17,0.071,0.071,0.071,0.071,1
318,A,24,0.081,0.081,0.081,0.081,1
318,A,31,0.047,0.047,0.047,0.047,1
318,A,39,0.108,0.108,0.108,0.108,1
318,A,46,0.041,0.041,0.041,0.041,1
318,C,1,0.13,0.46,0.26875,1.075,4
318,C,17,0.038,2.458,0.9315,3.726,4
318,C,24,0.041,1.407,0.51475,2.059,4
318,C,31,0.033,2.764,0.7865,3.146,4
318,C,39,0.096,4.449,1.7022499999999998,6.808999999999999,4
318,C,46,0.125,1.342,0.7157500000000001,2.8630000000000004,4
318,E,1,0.135,0.457,0.27666666666666667,0.8300000000000001,3
318,E,17,0.033,0.567,0.2856666666666667,0.857,3
318,E,24,0.414,0.871,0.6066666666666667,1.82,3
318,E,31,0.329,3.888,1.6063333333333334,4.819,3
318,E,39,0.625,1.093,0.8976666666666667,2.693,3
318,E,46,0.514,1.3,0.8036666666666666,2.411,3
318,G,1,0.298,1.826,0.7214999999999999,4.329,6
318,G,17,0.144,1.537,0.544,3.2640000000000002,6
318,G,24,0.092,1.873,0.8988333333333333,5.393,6
318,G,31,0.217,3.71,1.5561666666666667,9.337,6
318,G,39,0.453,3.105,1.3658333333333335,8.195,6
318,G,46,0.266,1.456,0.8423333333333334,5.054,6
318,H,1,0.404,1.41,0.8083333333333332,2.425,3
318,H,17,0.242,0.943,0.6326666666666666,1.898,3
318,H,24,0.14,1.237,0.5776666666666667,1.733,3
318,H,31,0.278,2.949,1.2423333333333333,3.727,3
318,H,39,0.734,1.293,1.047,3.141,3
318,H,46,0.412,1.125,0.8073333333333332,2.4219999999999997,3
318,I,1,0.012,1.951,0.5536923076923078,14.396000000000003,26
318,I,17,0.004,4.541,0.5573076923076925,14.490000000000004,26
318,I,24,0.012,1.518,0.5986538461538462,15.565000000000001,26
318,I,31,0.012,2.2,0.5391538461538462,14.018000000000002,26
318,I,39,0.012,4.7,1.2179230769230769,31.666,26
318,I,46,0.012,3.496,0.8786538461538461,22.845,26
318,J,1,0.159,0.159,0.159,0.159,1
318,J,17,0.089,0.089,0.089,0.089,1
318,J,24,0.753,0.753,0.753,0.753,1
318,J,31,0.366,0.366,0.366,0.366,1
318,J,39,0.664,0.664,0.664,0.664,1
318,J,46,0.44,0.44,0.44,0.44,1
318,K,1,0.057,4.705,0.55425,6.651,12
318,K,17,0.027,1.345,0.35191666666666666,4.223,12
318,K,24,0.018,0.456,0.17108333333333334,2.053,12
318,K,31,0.02,0.882,0.33,3.96,12
318,K,39,0.027,1.121,0.4190833333333333,5.029,12
318,K,46,0.043,0.937,0.3050833333333333,3.661,12
318,M,1,0.567,1.251,0.9089999999999999,1.8179999999999998,2
318,M,17,0.225,0.507,0.366,0.732,2
318,M,24,0.228,0.253,0.2405,0.481,2
318,M,31,0.272,0.38,0.326,0.652,2
318,M,39,0.459,1.456,0.9575,1.915,2
318,M,46,0.359,0.896,0.6275,1.255,2
318,O,1,0.891,0.891,0.891,0.891,1
318,O,17,0.911,0.911,0.911,0.911,1
318,O,24,0.168,0.168,0.168,0.168,1
318,O,31,7.44,7.44,7.44,7.44,1
318,O,39,4.744,4.744,4.744,4.744,1
318,O,46,2.168,2.168,2.168,2.168,1
319,,1,0.009,9.428,0.8250512820512821,32.177,39
319,,17,0.01,3.006,0.5498717948717949,21.445000000000004,39
319,,24,0.018,7.799,1.1577435897435897,45.152,39
319,,31,0.019,7.591,0.9856410256410256,38.44,39
319,,39,0.022,7.039,1.325435897435897,51.691999999999986,39
319,,46,0.01,3.714,0.6545128205128208,25.52600000000001,39
319,A,1,0.065,0.065,0.065,0.065,1
319,A,17,0.054,0.054,0.054,0.054,1
319,A,24,0.075,0.075,0.075,0.075,1
319,A,31,0.048,0.048,0.048,0.048,1
319,A,39,0.109,0.109,0.109,0.109,1
319,A,46,0.081,0.081,0.081,0.081,1
319,C,1,0.033,0.993,0.38725,1.549,4
319,C,17,0.034,0.749,0.33849999999999997,1.3539999999999999,4
319,C,24,0.033,0.874,0.366,1.464,4
319,C,31,0.033,0.866,0.31925000000000003,1.2770000000000001,4
319,C,39,0.032,1.679,0.71525,2.861,4
319,C,46,0.254,0.597,0.403,1.612,4
319,E,1,0.05,1.935,0.718,2.154,3
319,E,17,0.274,2.451,1.0010000000000001,3.003,3
319,E,24,0.275,3.309,1.6206666666666667,4.862,3
319,E,31,0.676,1.034,0.8233333333333333,2.4699999999999998,3
319,E,39,0.95,1.282,1.0933333333333335,3.2800000000000002,3
319,E,46,0.284,0.653,0.4526666666666667,1.358,3
319,G,1,0.172,1.322,0.6854999999999999,4.1129999999999995,6
319,G,17,0.079,2.289,1.1796666666666669,7.078000000000001,6
319,G,24,0.069,3.274,0.9696666666666666,5.818,6
319,G,31,0.713,1.58,1.219,7.314,6
319,G,39,0.454,5.522,2.4553333333333334,14.732,6
319,G,46,0.335,2.664,1.2106666666666668,7.264,6
319,H,1,0.393,0.621,0.54,1.62,3
319,H,17,0.235,0.711,0.503,1.509,3
319,H,24,0.322,2.524,1.1006666666666667,3.302,3
319,H,31,0.017,1.418,0.5843333333333333,1.753,3
319,H,39,0.089,1.874,1.172,3.516,3
319,H,46,0.067,2.464,1.018,3.0540000000000003,3
319,I,1,0.012,1.794,0.4876538461538461,12.678999999999998,26
319,I,17,0.012,1.2,0.27976923076923077,7.274,26
319,I,24,0.012,3.842,0.6901538461538462,17.944000000000003,26
319,I,31,0.012,2.231,0.49742307692307697,12.933000000000002,26
319,I,39,0.012,1.48,0.7969615384615386,20.721000000000004,26
319,I,46,0.012,1.723,0.6396923076923076,16.631999999999998,26
319,J,1,0.097,0.097,0.097,0.097,1
319,J,17,0.13,0.13,0.13,0.13,1
319,J,24,0.473,0.473,0.473,0.473,1
319,J,31,0.304,0.304,0.304,0.304,1
319,J,39,1.79,1.79,1.79,1.79,1
319,J,46,0.666,0.666,0.666,0.666,1
319,K,1,0.023,5.272,0.57925,6.9510000000000005,12
319,K,17,0.013,0.284,0.11858333333333333,1.423,12
319,K,24,0.029,1.88,0.39825,4.779,12
319,K,31,0.022,2.064,0.43900000000000006,5.268000000000001,12
319,K,39,0.063,1.146,0.5076666666666667,6.0920000000000005,12
319,K,46,0.018,0.961,0.4385833333333333,5.263,12
319,M,1,0.299,0.897,0.598,1.196,2
319,M,17,0.212,0.534,0.373,0.746,2
319,M,24,0.145,0.676,0.41050000000000003,0.8210000000000001,2
319,M,31,0.214,0.866,0.54,1.08,2
319,M,39,0.693,1.668,1.1804999999999999,2.3609999999999998,2
319,M,46,0.413,1.303,0.858,1.716,2
319,O,1,0.447,0.447,0.447,0.447,1
319,O,17,1.422,1.422,1.422,1.422,1
319,O,24,0.392,0.392,0.392,0.392,1
319,O,31,4.146,4.146,4.146,4.146,1
319,O,39,2.678,2.678,2.678,2.678,1
319,O,46,1.094,1.094,1.094,1.094,1
320,,1,0.015,9.065,0.7614102564102565,29.695000000000004,39
320,,17,0.018,3.82,0.6244871794871795,24.355,39
320,,24,0.016,11.933,1.5472307692307692,60.342,39
320,,31,0.004,10.705,1.2494102564102563,48.727,39
320,,39,0.021,2.641,1.0402564102564105,40.57000000000001,39
320,,46,0.021,3.398,0.7736153846153849,30.17100000000001,39
320,A,1,0.025,0.025,0.025,0.025,1
320,A,17,0.11,0.11,0.11,0.11,1
320,A,24,0.073,0.073,0.073,0.073,1
320,A,31,0.035,0.035,0.035,0.035,1
320,A,39,0.024,0.024,0.024,0.024,1
320,A,46,0.094,0.094,0.094,0.094,1
320,C,1,0.156,0.458,0.2955,1.182,4
320,C,17,0.135,0.979,0.6119999999999999,2.4479999999999995,4
320,C,24,0.035,0.89,0.40700000000000003,1.6280000000000001,4
320,C,31,0.137,2.349,0.69125,2.765,4
320,C,39,0.364,0.967,0.66625,2.665,4
320,C,46,0.047,2.222,0.9245,3.698,4
320,E,1,0.134,0.213,0.16466666666666666,0.494,3
320,E,17,0.267,1.08,0.5633333333333334,1.69,3
320,E,24,0.101,0.375,0.25733333333333336,0.772,3
320,E,31,0.106,2.006,1.0726666666666667,3.218,3
320,E,39,0.535,1.316,0.8313333333333334,2.494,3
320,E,46,0.241,0.654,0.4423333333333333,1.327,3
320,G,1,0.05,1.685,0.4945,2.967,6
320,G,17,0.031,2.596,0.9916666666666667,5.95,6
320,G,24,0.041,0.548,0.2745,1.647,6
320,G,31,0.083,2.061,0.9119999999999999,5.4719999999999995,6
320,G,39,0.851,1.702,1.2386666666666668,7.432,6
320,G,46,0.172,2.136,0.9016666666666667,5.41,6
320,H,1,0.077,0.542,0.2753333333333333,0.826,3
320,H,17,0.105,0.569,0.2693333333333333,0.8079999999999999,3
320,H,24,0.017,0.516,0.289,0.867,3
320,H,31,0.079,0.604,0.293,0.879,3
320,H,39,0.089,0.706,0.4686666666666666,1.406,3
320,H,46,0.109,1.179,0.53,1.59,3
320,I,1,0.012,1.473,0.3711153846153846,9.649000000000001,26
320,I,17,0.012,1.628,0.3885384615384616,10.102000000000002,26
320,I,24,0.012,2.553,0.5191923076923076,13.498999999999997,26
320,I,31,0.012,1.669,0.4695384615384616,12.208000000000002,26
320,I,39,0.011,2.805,1.089653846153846,28.331,26
320,I,46,0.012,2.005,0.6401923076923077,16.645,26
320,J,1,0.062,0.062,0.062,0.062,1
320,J,17,0.138,0.138,0.138,0.138,1
320,J,24,0.8,0.8,0.8,0.8,1
320,J,31,0.321,0.321,0.321,0.321,1
320,J,39,0.397,0.397,0.397,0.397,1
320,J,46,0.148,0.148,0.148,0.148,1
320,K,1,0.028,5.421,0.5688333333333334,6.8260000000000005,12
320,K,17,0.043,0.52,0.19549999999999998,2.3459999999999996,12
320,K,24,0.011,0.435,0.149,1.788,12
320,K,31,0.012,0.378,0.14250000000000002,1.7100000000000002,12
320,K,39,0.028,3.129,0.6716666666666667,8.06,12
320,K,46,0.027,0.814,0.31675000000000003,3.801,12
320,M,1,0.215,0.682,0.4485,0.897,2
320,M,17,0.241,0.724,0.4825,0.965,2
320,M,24,0.188,0.277,0.2325,0.465,2
320,M,31,0.438,0.739,0.5885,1.177,2
320,M,39,0.493,1.955,1.224,2.448,2
320,M,46,0.581,1.64,1.1105,2.221,2
320,O,1,1.698,1.698,1.698,1.698,1
320,O,17,1.154,1.154,1.154,1.154,1
320,O,24,0.105,0.105,0.105,0.105,1
320,O,31,0.171,0.171,0.171,0.171,1
320,O,39,2.028,2.028,2.028,2.028,1
320,O,46,1.016,1.016,1.016,1.016,1
321,,1,0.021,8.288,0.7851282051282051,30.62,39
321,,17,0.021,3.689,0.6380769230769231,24.885,39
321,,24,0.025,11.478,1.3510512820512826,52.69100000000002,39
321,,31,0.01,11.242,1.457538461538462,56.844000000000015,39
321,,39,0.022,2.91,0.9910512820512819,38.650999999999996,39
321,,46,0.021,3.816,0.7239230769230767,28.23299999999999,39
321,A,1,0.118,0.118,0.118,0.118,1
321,A,17,0.106,0.106,0.106,0.106,1
321,A,24,0.025,0.025,0.025,0.025,1
321,A,31,0.09,0.09,0.09,0.09,1
321,A,39,0.112,0.112,0.112,0.112,1
321,A,46,0.025,0.025,0.025,0.025,1
321,C,1,0.188,1.08,0.48100000000000004,1.9240000000000002,4
321,C,17,0.128,5.664,1.78875,7.155,4
321,C,24,0.036,0.89,0.34450000000000003,1.3780000000000001,4
321,C,31,0.073,1.29,0.4905,1.962,4
321,C,39,0.095,1.584,0.9765,3.906,4
321,C,46,0.036,0.759,0.42650000000000005,1.7060000000000002,4
321,E,1,0.123,0.246,0.17166666666666666,0.515,3
321,E,17,0.337,1.769,0.8746666666666666,2.6239999999999997,3
321,E,24,0.0,0.142,0.09466666666666666,0.284,3
321,E,31,0.119,1.783,0.8726666666666666,2.618,3
321,E,39,0.702,2.364,1.323,3.969,3
321,E,46,0.4,0.773,0.556,1.6680000000000001,3
321,G,1,0.059,1.036,0.33,1.9800000000000002,6
321,G,17,0.221,2.908,0.9455,5.673,6
321,G,24,0.031,0.518,0.2466666666666667,1.4800000000000002,6
321,G,31,0.088,1.886,0.7181666666666667,4.309,6
321,G,39,0.032,2.339,1.0153333333333332,6.092,6
321,G,46,0.204,2.285,1.3043333333333333,7.8260000000000005,6
321,H,1,0.028,1.056,0.426,1.278,3
321,H,17,0.117,0.75,0.5386666666666667,1.616,3
321,H,24,0.225,0.588,0.4493333333333333,1.3479999999999999,3
321,H,31,0.225,0.366,0.2916666666666667,0.875,3
321,H,39,0.596,1.021,0.7893333333333333,2.368,3
321,H,46,0.223,1.05,0.5586666666666668,1.6760000000000002,3
321,I,1,0.012,1.607,0.44942307692307687,11.684999999999999,26
321,I,17,0.012,3.407,0.5028076923076923,13.073,26
321,I,24,0.012,2.472,0.6426153846153847,16.708000000000002,26
321,I,31,0.012,2.366,0.48607692307692313,12.638000000000002,26
321,I,39,0.011,4.154,1.1779230769230766,30.62599999999999,26
321,I,46,0.012,2.884,0.7051153846153847,18.333000000000002,26
321,J,1,0.184,0.184,0.184,0.184,1
321,J,17,0.185,0.185,0.185,0.185,1
321,J,24,1.16,1.16,1.16,1.16,1
321,J,31,0.516,0.516,0.516,0.516,1
321,J,39,0.958,0.958,0.958,0.958,1
321,J,46,0.227,0.227,0.227,0.227,1
321,K,1,0.023,4.823,0.5381666666666668,6.458000000000001,12
321,K,17,0.027,0.514,0.1475,1.77,12
321,K,24,0.023,1.251,0.3116666666666667,3.74,12
321,K,31,0.024,0.646,0.2530833333333333,3.037,12
321,K,39,0.053,2.835,0.7746666666666666,9.296,12
321,K,46,0.052,0.688,0.3827499999999999,4.592999999999999,12
321,M,1,0.205,0.904,0.5545,1.109,2
321,M,17,0.393,0.709,0.5509999999999999,1.1019999999999999,2
321,M,24,0.175,0.493,0.33399999999999996,0.6679999999999999,2
321,M,31,0.168,0.187,0.1775,0.355,2
321,M,39,0.66,1.799,1.2295,2.459,2
321,M,46,0.561,1.862,1.2115,2.423,2
321,O,1,1.586,1.586,1.586,1.586,1
321,O,17,0.892,0.892,0.892,0.892,1
321,O,24,0.075,0.075,0.075,0.075,1
321,O,31,0.156,0.156,0.156,0.156,1
321,O,39,3.162,3.162,3.162,3.162,1
321,O,46,0.99,0.99,0.99,0.99,1
322,,1,0.022,8.122,0.7105384615384617,27.711000000000006,39
322,,17,0.021,3.933,0.8062051282051284,31.442000000000007,39
322,,24,0.044,12.787,1.3893333333333329,54.18399999999998,39
322,,31,0.021,12.832,1.5818461538461541,61.69200000000001,39
322,,39,0.022,3.685,1.1744615384615382,45.803999999999995,39
322,,46,0.048,3.734,0.7295897435897437,28.454000000000004,39
322,A,1,0.098,0.098,0.098,0.098,1
322,A,17,0.077,0.077,0.077,0.077,1
322,A,24,0.035,0.035,0.035,0.035,1
322,A,31,0.113,0.113,0.113,0.113,1
322,A,39,0.115,0.115,0.115,0.115,1
322,A,46,0.025,0.025,0.025,0.025,1
322,C,1,0.187,0.635,0.347,1.388,4
322,C,17,0.065,1.089,0.40349999999999997,1.6139999999999999,4
322,C,24,0.066,1.614,0.787,3.148,4
322,C,31,0.035,2.652,0.7482500000000001,2.9930000000000003,4
322,C,39,0.243,2.233,1.0150000000000001,4.0600000000000005,4
322,C,46,0.054,1.158,0.43775,1.751,4
322,E,1,0.129,0.196,0.15566666666666665,0.46699999999999997,3
322,E,17,0.99,1.74,1.3493333333333333,4.048,3
322,E,24,0.106,1.5,0.789,2.367,3
322,E,31,0.106,2.447,0.9766666666666667,2.93,3
322,E,39,0.876,1.474,1.229,3.6870000000000003,3
322,E,46,0.615,0.731,0.68,2.04,3
322,G,1,0.13,3.394,1.0158333333333334,6.095000000000001,6
322,G,17,0.118,2.594,1.332833333333333,7.996999999999999,6
322,G,24,0.113,2.59,0.6681666666666667,4.009,6
322,G,31,0.222,2.808,1.0153333333333334,6.0920000000000005,6
322,G,39,0.563,1.841,1.0303333333333333,6.1819999999999995,6
322,G,46,0.421,1.159,0.7778333333333333,4.667,6
322,H,1,0.035,0.446,0.22966666666666666,0.689,3
